Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
6159,12315758,"Sritoma Nandan","2024-06-27 15:33:21",0.77511,1,sritomanandan
6160,12315893,"Pratik Hublikar #2","2024-06-27 16:13:06",0.77511,1,pgh2001
6161,12315971,hedron,"2024-06-27 16:35:11",0.77511,1,hedron
6162,12316115,deliriumkyat,"2024-06-27 17:32:48",0.77511,1,deliriumkyat
6163,12316144,ClamChauder,"2024-06-27 17:43:59",0.77511,1,clamchauder
6164,12316188,"Miguel Méndez","2024-06-27 18:05:33",0.77511,1,miguelmndez
6165,12316322,"Hayden Stec","2024-06-27 18:56:10",0.77511,1,haydenstec
6166,12316469,"Fernando Lyra","2024-06-27 20:01:35",0.77511,1,fernandolyra
6167,12316485,"Reuben Gezang","2024-06-27 20:06:12",0.77511,1,reubengezang
6168,12316491,stuti,"2024-06-27 20:08:32",0.77511,1,sristuti
6169,12316629,"Rafatu Mahmoud","2024-06-27 20:20:42",0.77511,1,rafatumahmoud
6170,12316783,Tejaswy,"2024-06-27 20:48:32",0.77511,1,tejaswy
6171,12316837,"David Ghiberdic","2024-06-27 21:07:27",0.77511,1,davidghiberdic
6172,12316877,"Bilal #7","2024-06-27 21:21:33",0.77511,1,bmawji24
6173,12211928,JTillyT,"2024-06-27 21:57:13",0.77511,23,jaybirdlabs
6174,12317040,"Darius CHITU","2024-06-28 00:42:40",0.77511,2,dariuschitu
6175,4864314,"Luis A. Gutierrez-Lopez","2024-06-27 22:23:58",0.77511,1,gutiloluis
6176,12317210,MercyGAmankwah,"2024-06-27 23:00:33",0.77511,1,mercygamankwah
6177,12317235,NCheung81,"2024-06-27 23:08:19",0.77511,1,ncheung81
6178,12317258,"MINGYI SU","2024-06-27 23:15:59",0.77511,1,mingyisu
6179,12317422,Laura-Pereira-PY,"2024-06-28 00:06:34",0.77511,1,laurapereirapy
6180,12317599,"[Deleted] 8121ef29-30d7-48ee-b749-dae054b0705b","2024-06-28 14:07:53",0.77511,5,del=1a2ed4e5ca77b9ef
6181,12317873,"Byungchan Kang","2024-06-28 02:05:11",0.77511,1,byungchankang
6182,868869,BulentSoykan,"2024-06-28 02:35:20",0.77511,3,bulentsoykan
6183,12317974,sjzSamli,"2024-06-28 02:34:30",0.77511,1,sjzsamli
6184,12318003,"Cindy Chang Xi","2024-06-28 02:45:47",0.77511,2,cindychangxi
6185,1567766,aorbite,"2024-06-28 03:42:33",0.77511,3,aorbite
6186,12318135,"riki lonely","2024-06-28 03:11:27",0.77511,1,rikilonely
6187,12318573,"Muhammad Sameem","2024-06-28 04:45:47",0.77511,1,sameem420
6188,12318732,"TUAN NGUYEN DUC","2024-06-28 05:24:35",0.77511,1,penpense173318
6189,12318998,beelee1,"2024-06-28 06:14:42",0.77511,1,beelee1
6190,12319451,Priyanshu001,"2024-06-28 07:03:34",0.77511,1,priyanshu001
6191,12319700,KLemures,"2024-06-28 07:37:44",0.77511,1,klemures
6192,12319705,yayoc,"2024-06-28 07:38:14",0.77511,1,yayoctokyo
6193,12319913,KESHAVARDHAN,"2024-06-28 08:06:32",0.77511,1,keshavardhan
6194,12320108,"Benoît de Montbrun","2024-06-28 08:28:06",0.77511,1,benotdemontbrun
6195,12320196,"Kyosuke Goto","2024-06-28 08:39:03",0.77511,1,kyosukegoto
6196,12320374,"Andreu Lleïr López Juan","2024-06-28 09:03:57",0.77511,1,andreulopezjuan
6197,12320437,"Rohit Kumar #23","2024-06-28 09:14:34",0.77511,1,kumar496
6198,12320514,"SHREYA G B Tech 23","2024-06-28 09:26:34",0.77511,1,shreyagbtech23
6199,12320586,"Jacopo Di Gregorio","2024-06-28 09:43:08",0.77511,6,jacopodigregorio
6200,12320724,"Anusha S Patil","2024-06-28 10:00:42",0.77511,1,anushaspatil
6201,12320759,"wang wengyan","2024-06-28 10:18:02",0.77511,2,wangwengyan
6202,12320978,"Humphrey Lombe Chisha","2024-06-28 10:55:31",0.77511,1,humphreylombechisha
6203,12321008,msmsmsms6710,"2024-06-28 11:01:38",0.77511,1,msmsmsms6710
6204,12321090,Aech101,"2024-06-28 11:22:48",0.77511,1,aech101
6205,12321102,liuanhuaming03,"2024-06-28 11:24:28",0.77511,1,liuanhuaming03
6206,12321110,"NITHYA ASHOK","2024-06-28 11:34:50",0.77511,3,nithyaashok
6207,12321183,"Katharina Herrde","2024-06-28 11:44:18",0.77511,1,katharinaherrde
6208,12321215,"Varsha #3","2024-06-28 11:53:33",0.77511,1,yvarsha
6209,12321232,"Dr. Notebook","2024-06-28 11:59:49",0.77511,1,drnotebook
6210,12321270,"Srinidhi kumar G U ","2024-06-28 12:09:13",0.77511,1,srinidhikumargu
6211,12321336,"sope ogunlaiye","2024-06-28 12:26:03",0.77511,1,sopeisraelogunlaiye
6212,12321454,"PATEL DHRUVI KIRANBHAI","2024-06-28 12:55:43",0.77511,1,pateldhruvikiranbhai
6213,12321498,"Rishika Mathur","2024-06-28 13:05:12",0.77511,1,rishikam23
6214,12321640,"Malek Ahmed","2024-06-28 13:39:43",0.77511,1,masstershift
6215,12321641,"dor lamberski","2024-06-28 13:40:20",0.77511,2,dorlamberski
6216,12321687,"MANIT SARKAR","2024-06-28 13:47:27",0.77511,1,manitsarkar
6217,12321876,"Carly Davey","2024-06-28 14:27:40",0.77511,1,carlydavey22
6218,12321940,cheen077,"2024-06-28 14:44:08",0.77511,2,cheen077
6219,12322001,"Rohan Bhosale","2024-06-28 15:02:15",0.77511,1,rbhos971
6220,12322185,"Sharif Fatourehchi","2024-06-28 15:46:19",0.77511,1,shariffatourehchi
6221,12322280,"Wee Beckham","2024-06-28 16:14:25",0.77511,1,weebeckham
6222,12322326,"Pinar Topuz","2024-06-28 16:25:10",0.77511,1,pinuto
6223,12322344,"esra denizli","2024-06-28 16:50:15",0.77511,2,esradenizli
6224,12226767,"mehmet denizli","2024-06-28 16:49:35",0.77511,2,mehmetdenizli
6225,12322618,"Michael L Oseguera","2024-06-28 17:57:29",0.77511,1,michaelloseguera
6226,12094599,"Hemang Modi","2024-06-29 06:03:58",0.77511,3,hemangmodi57864
6227,12322693,"Gustavo Parreira Lima Cunha","2024-06-28 18:24:07",0.77511,1,gustavoplc
6228,12322770,"Chauncey Usuanlele","2024-06-28 18:50:06",0.77511,1,chaunceyusuanlele
6229,12322797,"Neha Hk","2024-06-28 18:59:26",0.77511,1,nehahk
6230,12322821,"Jayden Bautista","2024-06-28 19:09:09",0.77511,1,jaydenzbautista
6231,12322838,"MOHAN SHRIVASTAVA","2024-06-28 19:15:24",0.77511,1,mohanshrivastava
6232,12322840,"Zoe Lynch","2024-06-28 19:15:42",0.77511,1,zoelynch94
6233,12322877,cosmos.pleiades,"2024-06-28 19:33:45",0.77511,1,cosmospleiades
6234,12322920,"Derek Uskert","2024-06-28 19:53:14",0.77511,1,derekuskert
6235,12323020,jSwtch,"2024-06-28 20:40:59",0.77511,1,jswtch
6236,12323135,"Simran Cheema","2024-06-28 21:35:50",0.77511,1,csimran
6237,12323183,"Loay Abdelrazek","2024-06-28 21:57:26",0.77511,1,loayabdelrazek
6238,12323232,"Paul Wad","2024-07-26 22:08:08",0.77511,3,paulwad
6239,12323271,"Zane Lanter","2024-06-28 22:58:28",0.77511,1,zanelanter
6240,12323390,"Hansini Mirchandani","2024-06-29 00:26:32",0.77511,1,hansinim0813
6241,12323426,"Crow Utah","2024-06-29 00:49:45",0.77511,1,crowutah
6242,12323429,"Eugene Dudnyk","2024-06-29 00:50:45",0.77511,1,eugenedudnyk
6243,12323432,"shikaku m","2024-06-29 00:52:55",0.77511,1,shikakum
6244,12323524,Juytewkl,"2024-06-29 01:46:21",0.77511,1,juytewkl
6245,12323527,terawalker22,"2024-06-29 01:48:00",0.77511,1,terawalker22
6246,12262954,JamesCookJr90,"2024-06-29 02:00:17",0.77511,10,jamescookjr90
6247,4474343,"Ali Akdeniz","2024-06-29 02:01:45",0.77511,1,aliakdeniz
6248,12296578,Oumitaka,"2024-06-29 03:24:38",0.77511,8,oumitaka
6249,12323716,"Jarrod Garlick","2024-06-29 04:39:21",0.77511,4,jarrodgarlick
6250,12323750,"Lyda Doubet","2024-06-29 03:50:32",0.77511,1,lydadoubet
6251,12323831,Utkarsh2022,"2024-06-29 04:23:27",0.77511,1,utkarsh2022
6252,12323863,"Yue Su","2024-06-29 04:36:45",0.77511,1,yuesu4
6253,12323943,kimhim7025,"2024-06-29 05:03:20",0.77511,1,kimhim7025
6254,12324036,"Angela Menchaca","2024-06-29 05:40:10",0.77511,1,angelamenchaca
6255,12324054,"LUO Boming","2024-06-29 05:52:38",0.77511,2,luobo1969
6256,12324064,"Shubhankar Karn","2024-06-29 05:52:05",0.77511,1,shubhankarkarn
6257,12324259,"jimmy #4","2024-06-29 06:47:15",0.77511,1,expertdatset
6258,12324289,"Bassir Esmatyar","2024-06-29 06:56:26",0.77511,1,bassiresmatyar
6259,12324304,"Aminah Hughes","2024-06-29 07:01:00",0.77511,1,aminahhughes
6260,12324340,"Avni Goklani","2024-06-29 07:12:24",0.77511,1,avnigoklani
6261,12316353,"Viktor Perepechaev","2024-06-29 12:40:50",0.77511,13,viktorperepechaev
6262,12324374,"Samael Quiros","2024-06-29 07:24:36",0.77511,1,samaelquiros
6263,12324375,"Aditya Anand #6","2024-06-29 07:24:38",0.77511,1,adityaanand03
6264,12324437,siya_3481,"2024-06-29 07:45:17",0.77511,1,siya3481
6265,11564590,chibuzor9,"2024-07-23 15:28:11",0.77511,10,chibuzor9
6266,12324460,"besta c l","2024-06-29 07:52:39",0.77511,1,bestacl
6267,12324483,"Oleksandr Borysenko","2024-06-29 07:58:16",0.77511,1,oleksandrborysenko
6268,12324666,kuangxiaoc,"2024-06-29 08:54:14",0.77511,1,kuangxiaoc
6269,12324699,"Nihal Varma Nadakuditi","2024-06-29 09:04:56",0.77511,1,nihalvarmanadakuditi
6270,12324756,"Rajyavardhan Singh","2024-06-29 09:20:24",0.77511,1,rajyvardhan
6271,12324808,"Shrot Garg","2024-06-29 09:35:40",0.77511,1,shrotgarg
6272,12324843,"Karan Singh #8","2024-06-29 09:51:05",0.77511,1,karansingh23rathore
6273,12324836,"Naveen Sharma #5","2024-06-29 13:52:36",0.77511,3,naveennas
6274,12324868,"Aaryan Kumar67","2024-06-29 09:59:36",0.77511,1,aaryankumar67
6275,12324934,Eksacta,"2024-06-29 10:26:20",0.77511,1,eksacta
6276,12325020,"Aditya Sarma","2024-06-29 10:54:14",0.77511,1,adis1331
6277,12325033,"RAJKUMAR BHANDARI","2024-06-29 10:58:32",0.77511,2,rajkumarbhandari
6278,12325101,"Abhimanyu Goyal","2024-06-29 11:24:42",0.77511,1,abhimanyugoyal
6279,12325127,"einfach y","2024-06-29 11:31:28",0.77511,1,einfachy
6280,12325191,"Pat Thompson","2024-06-29 11:50:15",0.77511,1,patthompson
6281,12325331,"Tanish Raghute","2024-06-29 12:29:58",0.77511,1,tanishraghute
6282,12325403,DAI,"2024-06-29 12:53:18",0.77511,1,daisugiura
6283,12325525,Bamboo_Bhai,"2024-06-29 14:12:57",0.77511,3,bamboobhai
6284,12325531,"Ariana Puentes","2024-06-29 13:32:58",0.77511,1,arianapuentes
6285,12325560,ArnavAK03,"2024-06-29 13:41:51",0.77511,1,arnavak03
6286,12325626,"K P Hemraj","2024-06-29 13:59:06",0.77511,1,kphemraj2003
6287,12325761,sassygecko,"2024-06-29 14:37:09",0.77511,1,sassygecko
6288,12325814,"Christopher Plagge","2024-06-29 14:55:07",0.77511,1,christopherplagge
6289,12325836,"Yilin Liu from PKU","2024-06-29 15:03:02",0.77511,1,yilinliufrompku
6290,12315430,maron_1109,"2024-06-29 15:05:27",0.77511,4,maron1109
6291,12325876,"Namaswi Mullapudi","2024-06-29 15:17:33",0.77511,1,namaswimullapudi
6292,12325898,"yousra bouhraoua","2024-06-29 15:28:05",0.77511,1,yousrabouhraoua
6293,12325928,Sourav_Katoch,"2024-06-29 15:39:55",0.77511,1,souravchandkatoch
6294,12325945,"Prashasst Dongre","2024-06-29 16:01:32",0.77511,1,prashasstdongre
6295,12322338,AbhishekBaghel1912,"2024-06-29 16:20:06",0.77511,2,abhishekbaghel1912
6296,12326032,"Vatabec Devncie","2024-06-29 16:26:30",0.77511,1,vatabecdevncie
6297,12326066,"Blaise Mahamoodally","2024-06-29 16:32:16",0.77511,1,blaisemahamoodally
6298,12326093,"Jodie Pelis","2024-06-29 16:43:54",0.77511,1,jodiepelis
6299,12325095,Debjyoti6007,"2024-06-29 22:04:34",0.77511,5,debjyoti6007
6300,12326127,Badchimbay,"2024-06-29 17:00:46",0.77511,1,badchimbay
6301,12326144,"Juan Martín Martínez","2024-06-29 17:06:46",0.77511,1,juanmartnmartnez
6302,12326304,"Marek Olechno","2024-06-29 18:18:51",0.77511,1,marekolechno
6303,12326315,"Paula Ruiz Ibanez","2024-06-29 18:24:21",0.77511,1,paularuizibanez
6304,10285882,"Eric Robinson #2","2024-07-01 00:49:02",0.77511,11,earobinson
6305,12326357,"Sheryl Yang","2024-06-29 18:41:19",0.77511,1,sheryly1
6306,12326363,"Ashlynn Mesidor","2024-06-29 18:45:16",0.77511,1,ashlynnmesidor
6307,12326381,"NEHA MAURY","2024-06-29 18:54:21",0.77511,1,nehamaury
6308,12326388,"Oleh Diakov","2024-06-29 18:58:07",0.77511,1,olehdiakov
6309,12326434,"Arnav Arora28","2024-06-29 19:31:56",0.77511,1,arnavarora28
6310,12326477,"Riya Bindra #2","2024-06-29 20:05:09",0.77511,1,riyabindra20
6311,12326542,"Anteneh Metaferia","2024-06-29 20:49:21",0.77511,1,antenehmetaferia
6312,12326545,"Bryan A Soto","2024-06-29 20:51:31",0.77511,1,bryanasoto
6313,12326546,"Jakub Nurkiewicz","2024-06-29 20:52:08",0.77511,1,jakubnurkiewicz
6314,12326564,"Olamide Olanrewaju","2024-06-29 21:04:07",0.77511,1,folahanmi01
6315,3538171,danielinhokang,"2024-06-29 21:22:21",0.77511,1,danielinhokang
6316,12326602,"Xandi Pani","2024-06-29 21:38:12",0.77511,1,xandipani
6317,12326650,"Leesha Bisnath","2024-06-29 22:14:35",0.77511,1,leeshabisnath
6318,12326720,"Opeyemi Israel","2024-06-29 23:20:03",0.77511,1,opeyemiisrael
6319,12326733,ABlueSponge,"2024-07-01 00:05:53",0.77511,3,abluesponge
6320,12326807,"Plato Learner","2024-06-30 00:41:14",0.77511,1,platolearner
6321,12299822,"Howard NJOKU","2024-06-30 00:55:02",0.77511,1,howardnjoku
6322,12326842,"Akshay S Danthi","2024-07-09 03:31:59",0.77511,2,axaysd
6323,12326904,"Lorri Williams","2024-06-30 02:08:10",0.77511,2,lorriwilliams
6324,12327023,"Tin Do2003","2024-06-30 03:23:45",0.77511,2,tindo2003
6325,12327142,"Luke Frazeur","2024-06-30 04:13:03",0.77511,1,lukefrazeur
6326,12327262,Vivekpatil06,"2024-06-30 05:19:00",0.77511,1,vivekpatil06
6327,11083875,"Robin  K  Philip","2024-06-30 05:35:12",0.77511,1,robinkphilip
6328,12327337,"Md Abu Sufyan CS","2024-06-30 06:00:25",0.77511,2,mdabusufyancs
6329,12327385,Ash_legend7,"2024-06-30 06:16:14",0.77511,1,ashlegend7
6330,12327394,"Prathiksha S31","2024-06-30 06:18:23",0.77511,1,prathikshas31
6331,12327409,yashwinpachauri,"2024-06-30 06:25:17",0.77511,1,yashwinpachauri
6332,12327427,"KEIICHI TORIUMI","2024-07-13 09:52:09",0.77511,3,keiichitoriumi
6333,12327456,Snakekiller,"2024-06-30 06:44:43",0.77511,1,snakekiller
6334,12327620,"Wang Lei Peter ","2024-06-30 07:44:35",0.77511,2,wangleipeter
6335,12327648,"Rohit Pahadia ","2024-06-30 17:24:27",0.77511,2,rohitpahadia
6336,12327799,"yu jin zheng","2024-06-30 08:45:42",0.77511,1,yujinzheng
6337,12327824,"Daniel Liman","2024-06-30 09:04:22",0.77511,7,hyvos07
6338,12327837,"Krish Patel #3","2024-06-30 09:00:19",0.77511,1,krish08
6339,12327840,runcodewei,"2024-06-30 09:01:24",0.77511,1,runcodewei
6340,12327950,shadowblue11,"2024-06-30 09:37:27",0.77511,1,shadowblue11
6341,12327994,Astha_Shukla,"2024-06-30 09:54:22",0.77511,1,astha0912
6342,12328123,Zetanav,"2024-06-30 10:44:08",0.77511,1,zetanav
6343,12328266,hutoshi_000,"2024-06-30 11:39:13",0.77511,1,hutoshi000
6344,12328278,"Nguyễn Minh Đức123","2024-06-30 11:42:59",0.77511,1,nguyenminhduc312
6345,12328171,"Hridhan Patel","2024-06-30 11:45:52",0.77511,2,hridhanpatel
6346,12017187,caetrin,"2024-06-30 12:33:54",0.77511,1,caetrin
6347,12328445,"Helin Odabaş","2024-06-30 12:49:43",0.77511,1,helinodabas
6348,12328499,prosto20_2,"2024-06-30 13:06:30",0.77511,1,prosto202
6349,12328502,"Melvin Poveda","2024-06-30 13:07:27",0.77511,1,melvinpoveda
6350,12328503,"Galang Satriamahesa P.D.","2024-07-06 08:13:16",0.77511,2,galangsatriamahesapd
6351,12328508,moribin,"2024-07-23 12:21:03",0.77511,2,moribin
6352,12328669,"Zena Jackson","2024-06-30 14:03:26",0.77511,1,zenajackson
6353,12328738,xiaoning9913,"2024-06-30 14:27:48",0.77511,1,xiaoning9913
6354,12328817,Gowtham017,"2024-06-30 14:45:40",0.77511,1,gowtham017
6355,12328836,"Abhishek Sahu #5","2024-06-30 14:52:56",0.77511,2,abhisheksahucsa504
6356,12328936,wjh061,"2024-06-30 15:17:31",0.77511,1,wjh061
6357,12328962,"Charles Dowdell","2024-06-30 16:29:07",0.77511,3,charlesdowdell
6358,12329155,"VAIBHAV JAIN #2","2024-06-30 16:29:15",0.77511,1,vaibhavjain666
6359,12329095,"Kelvin Nguyen #2","2024-06-30 20:11:17",0.77511,3,knguyen15
6360,12329208,"Nicolette Scher","2024-06-30 16:47:01",0.77511,1,nicolettescher
6361,12329221,Kashish171003,"2024-06-30 16:55:08",0.77511,1,kashish171003
6362,12329329,"Franz Song","2024-06-30 17:45:10",0.77511,1,yuanhesong
6363,12329349,"Abdur Rehman Khatri","2024-06-30 17:52:39",0.77511,1,abdurrehmankhatri
6364,12329121,"Chris Wallerstein","2024-06-30 18:17:02",0.77511,2,chriswallerstein
6365,12329439,"Enming zhang","2024-06-30 18:24:36",0.77511,1,enmingzhangzz
6366,12329489,"Chiho Sung","2024-06-30 18:45:36",0.77511,1,chihosung
6367,12329520,"ABDULRASHEED AYINDE ABDULRAHEEM","2024-06-30 18:57:41",0.77511,1,abdulrasheedaa14
6368,12329037,"Daniel Holzwart","2024-06-30 19:11:46",0.77511,3,danielholzwart
6369,12329578,mcfajao,"2024-06-30 19:18:57",0.77511,1,mcfajao
6370,12329604,"Owen Kim","2024-06-30 19:35:21",0.77511,1,vamanos6871
6371,12329630,kakazu,"2024-06-30 19:46:58",0.77511,1,yeoswehon
6372,12329657,BastianLang,"2024-06-30 20:04:00",0.77511,1,bastianlang
6373,12329696,"Salva León","2024-06-30 20:22:52",0.77511,1,salvalen
6374,12329716,"Udubrae Elohor","2024-06-30 20:30:33",0.77511,1,udubraeelohor
6375,7097295,"Devsi Singh 058","2024-07-07 16:22:35",0.77511,16,devsisingh058
6376,12329763,"ANDRES MAURICIO ORTIZ BERMUDEZ","2024-06-30 21:15:04",0.77511,1,andresortiz98
6377,12329806,"Hélder Rodrigo Pinto","2024-06-30 21:39:06",0.77511,1,hlderrodrigopinto
6378,12329814,"Peter Olatunji","2024-06-30 21:44:51",0.77511,1,wavefalse
6379,12329908,"Mykola Mazniuk","2024-06-30 23:00:03",0.77511,1,mykolamazniuk
6380,12329917,Bemten,"2024-06-30 23:06:52",0.77511,1,bemten
6381,12329945,"Adrian Fok","2024-06-30 23:25:13",0.77511,1,tekipo
6382,12330241,"Thayan Alves","2024-07-01 01:14:12",0.77511,1,thayanalves
6383,12329983,"Felpie Jaquetti","2024-07-01 01:43:29",0.77511,11,felpiejaquetti
6384,12330388,"Cynthia Caroline","2024-07-01 01:59:53",0.77511,1,cynthiacc512
6385,12330504,"Alexandria Hamilton","2024-07-01 02:29:48",0.77511,1,alexandriahamilton
6386,12330560,"Suzuki Shunta","2024-07-10 04:16:00",0.77511,2,suzukishunta
6387,12330608,"Abdulrahman burham ","2024-07-01 03:03:39",0.77511,1,abdulrahmanburham
6388,12330670,"Fikri Afif","2024-07-01 03:21:54",0.77511,1,fikriafif
6389,12330705,"yacheng cao","2024-07-01 03:31:07",0.77511,1,yachengcao
6390,12330792,"Syamsu Ahmady","2024-07-01 04:03:28",0.77511,1,syamsuahmady
6391,12331225,"Roger #10","2024-07-01 06:50:42",0.77511,2,rogerruiwang
6392,12331327,NMJ0LA,"2024-07-01 06:26:40",0.77511,2,nmj0la
6393,12331457,Andrew1059,"2024-07-02 01:56:15",0.77511,2,andrew1059
6394,12331394,"Uigyu Kim","2024-07-02 02:29:09",0.77511,4,uigyukim
6395,12331549,"Ali Syauqi Bilfaqih","2024-07-01 07:13:43",0.77511,1,alisyauqibilfaqih
6396,12331606,quantum09,"2024-07-02 14:58:06",0.77511,9,quantum09
6397,12331647,"zenglei lv","2024-07-01 08:26:04",0.77511,4,zengleilv
6398,12331651,akht_ktjm,"2024-07-01 11:28:28",0.77511,3,akhtktjm
6399,12331816,chankeep,"2024-07-01 07:51:32",0.77511,1,chankeep
6400,12331842,hitesh4u_2506,"2024-07-01 07:52:15",0.77511,1,hitesh4u2506
6401,12332017,jaeseong618,"2024-07-01 08:08:36",0.77511,1,jaeseong618
6402,12332160,"Zhuo Lu","2024-07-01 08:27:34",0.77511,1,lllllzhuo
6403,12332363,"Kyohei Shimizu","2024-07-01 08:57:49",0.77511,1,kyoheishimizu
6404,12332585,"Bongeka Mdluli","2024-07-01 09:38:59",0.77511,1,bongekamdluli
6405,12332588,oruyanke,"2024-07-01 09:39:46",0.77511,1,oruyanke
6406,9676501,"Nikita Zaglumonin","2024-07-01 10:01:41",0.77511,1,nikzagl
6407,12332835,liuoupen,"2024-07-01 10:36:16",0.77511,1,liuoupen
6408,12332915,VanessaZhangg,"2024-07-01 10:53:12",0.77511,1,vanessazhangg
6409,12332964,"aerolite #2","2024-07-01 11:04:26",0.77511,2,aerolite
6410,12177722,Akash.Rao,"2024-07-01 11:13:18",0.77511,1,akashrao30
6411,12333050,EJ,"2024-07-01 11:19:36",0.77511,1,kimeunji12516
6412,12333058,"Mohd Mudassir Ansari","2024-07-01 11:26:01",0.77511,4,mudassiria
6413,12333087,"borat pun","2024-07-01 11:26:39",0.77511,1,boratpun
6414,11992102,"[Deleted] aa354381-0d3b-4c9c-9ee4-243e17532e8d","2024-07-01 11:41:44",0.77511,2,del=f7cd41819832d37d
6415,12333176,ArXiv,"2024-07-02 01:28:26",0.77511,4,ultramax
6416,12333226,"selva sridhar","2024-07-01 11:58:16",0.77511,1,selvasridhar
6417,12333272,"Kartikeya Pandey","2024-07-01 12:04:59",0.77511,1,guitaristboy
6418,12329556,"Nicolas Cope","2024-07-01 12:30:00",0.77511,2,nicolascope
6419,12333347,Quizas,"2024-07-01 12:57:40",0.77511,1,quizas
6420,12333598,"Maksim Metelskii","2024-07-01 20:14:07",0.77511,3,maxmet91
6421,12333675,"Annie dong","2024-07-01 13:18:27",0.77511,1,anniedongjx
6422,12333837,"Jiawen Jin","2024-07-01 13:41:48",0.77511,1,jiawenjin
6423,12333875,"Divyansh Dewangan","2024-07-04 22:44:30",0.77511,2,divyanshdewangan
6424,12333881,"Gabriel Rechsteiner","2024-07-01 13:48:37",0.77511,1,gabrielrechsteiner
6425,12333942,"Vincent Herviou","2024-07-01 13:57:46",0.77511,1,vincentherviou
6426,12333968,"Vijender Kumar","2024-07-01 14:20:20",0.77511,3,vijen12000
6427,12333977,yao1di,"2024-07-01 14:05:14",0.77511,2,yao1di
6428,12334119,"Nibras Norelislam Bouzidi","2024-07-01 14:29:49",0.77511,1,nibrasbouzidi
6429,4506996,"christopher christophers","2024-07-01 15:42:41",0.77511,1,owls0711
6430,12334497,guoandrea,"2024-07-01 15:43:52",0.77511,1,guoandrea
6431,12334510,"full displayfull name","2024-07-01 15:46:01",0.77511,1,fulldisplayfullname
6432,12334585,"Md Zaidzzzzz","2024-07-01 16:09:19",0.77511,2,mdzaidzzzzz
6433,12334601,"Diana Mamedova","2024-07-01 16:12:08",0.77511,1,dianamamedova
6434,12334620,"Ruth Kitson-Smith","2024-07-01 16:17:22",0.77511,1,ruthkitsonsmith
6435,12334634,"Mide Sowunmi","2024-07-01 16:20:05",0.77511,1,midesowunmi
6436,12334658,"Zzang Jon","2024-07-01 16:27:48",0.77511,1,zzangjon
6437,12334828,"Moaksh Kakkar","2024-07-01 17:17:09",0.77511,1,moakshkakkar
6438,12334993,"Lara Blythe","2024-07-01 18:04:44",0.77511,1,larablythe
6439,12335015,Safwan,"2024-07-01 18:13:26",0.77511,1,safwanmoha
6440,12335045,Fjaste,"2024-07-01 18:25:20",0.77511,1,fjaste
6441,12335150,NavyaSingh27,"2024-07-01 19:02:19",0.77511,1,navyasingh27
6442,12335287,"Tyler McCoy","2024-07-01 20:00:25",0.77511,2,tymccoy
6443,12335302,"Alexander Oreshkin","2024-07-07 05:42:47",0.77511,4,alexoreshkin
6444,12335401,CodyKim2000,"2024-07-01 20:59:50",0.77511,5,codykim2000
6445,12335418,"Peihong Chen66","2024-07-01 20:40:59",0.77511,1,peihongchen66
6446,12335465,"Karahan Sensoy","2024-07-01 21:35:38",0.77511,2,karahansensoy
6447,12335525,"Jasmine Bennett","2024-07-01 21:36:18",0.77511,1,jasminebennett
6448,12335544,"Ishmael Okine ","2024-07-01 21:43:48",0.77511,1,ishmaelokine
6449,12335600,"Idan Rej","2024-07-01 22:27:41",0.77511,1,idanrej
6450,12335639,"M. Shofian Najib","2024-07-01 22:55:17",0.77511,1,mshofiannajib
6451,11678703,"Mustafa Kayikci","2024-07-01 23:27:40",0.77511,4,mustafakayikci
6452,12335740,"Rahul Kosari","2024-07-01 23:54:15",0.77511,1,rahulkosari
6453,12335746,HaraSuka,"2024-07-01 23:56:50",0.77511,1,harasuka
6454,12335768,"Bennett Moore","2024-07-09 03:02:21",0.77511,3,bennettmoore94
6455,12335795,"Pablo Mahuzier Ulloa","2024-07-02 00:21:48",0.77511,1,pmahuzieru
6456,12335900,"YaHao Pang","2024-08-04 14:36:46",0.77511,7,yahaopang
6457,12336016,onigiriP,"2024-07-02 02:09:32",0.77511,2,onigirip
6458,5683605,"Timothy Wong","2024-07-02 01:52:33",0.77511,1,timwong17
6459,3090418,"Ronak Ramachandran","2024-07-02 02:04:10",0.77511,1,ironak314
6460,12336172,"Aswin R #2","2024-07-02 02:17:41",0.77511,1,aswinthedev
6461,12336228,guoyili666,"2024-07-02 02:33:36",0.77511,1,guoyili666
6462,12336238,facuhernandez1701,"2024-07-02 02:36:20",0.77511,1,facuhernandez1701
6463,12336312,"Meagan Kenney","2024-07-02 03:03:56",0.77511,1,meagankenney
6464,12336365,"Md Nakib","2024-07-03 11:32:22",0.77511,6,mdnakib
6465,12336382,kakaliu0403,"2024-07-02 03:25:09",0.77511,1,kakaliu0403
6466,1081185,suchakra,"2024-07-12 08:26:59",0.77511,13,suchakra
6467,12336462,database777,"2024-07-02 03:53:06",0.77511,1,database777
6468,12336470,qingjianxk,"2024-07-02 03:57:15",0.77511,1,qingjianxk
6469,12336588,darr_k29,"2024-07-08 10:57:30",0.77511,3,darrk29
6470,12336638,"Hojin Kim","2024-07-03 09:07:00",0.77511,3,hojinkim3
6471,12336672,"Shiyao Shen","2024-07-02 05:04:00",0.77511,2,shiyaoshen
6472,12336817,"Yuqii Song","2024-07-02 09:30:36",0.77511,2,yuqiisong
